 Atr-1; Atr-2; Atr-3; Atr-4; Atr-5; Atr-6; Atr-7; Atr-8; Atr-9; Atr-10; Atr-11; Atr-12; Atr-13; Atr-14; Atr-15; Atr-16; Atr-17; Atr-18; Atr-19; Atr-20; Atr-21; Atr-22; Atr-23; Atr-24; Atr-25; Atr-26; Atr-27; Atr-28; Atr-29; Atr-30 ; Atr-31; Atr-32; Atr-33; Atr-34; Atr-35; Atr-36; Atr-37; Atr-38; Atr-39; Atr-40; Atr-41; Atr-42; Atr-43; Atr-44; Atr-45; Atr-46; Atr-47; Atr-48; Atr-49; Atr-50; Atr-51; Atr-52; Atr-53; Atr-54; Atr-55; Atr-56; Atr-57; Atr-58; Atr-59; Atr-60; Atr-61; Atr-62; Atr-63; Atr-64; Atr-65; Atr-66; Atr-67; Atr-68; Atr-69; Atr-70; Atr-71; Atr-72; Atr-73; Atr-74; Atr-75; Atr-76; Atr-77; Atr-78; Atr-79; Atr-80; Atr-81; Atr-82; Atr-83; Atr-84; Atr-85; Atr-86; Atr-87; Atr-88; Atr-89; Atr-90; Atr-91; Atr-92; Atr-93; Atr-94; Atr-95; Atr-96; Atr-97; Atr-98; Atr-99; Atr-100; Atr-101; Atr-102; Atr-103; Atr-104; Atr-105; Atr-106; Atr-107; Atr-108; Atr-109; Atr-110; Atr-111; Atr-112; Atr-113; Atr-114; Atr-115; Atr-116; Atr-117; Atr-118; Atr-119; Atr-120; Atr-121; Atr-122; Atr-123; Atr-124; Atr-125; Atr-126; Atr-127; Atr-128; Atr-129; Atr-130; Atr-131; Atr-132; Atr-133; Atr-134; Atr-135; Atr-136; Atr-137; Atr-138; Atr-139; Atr-140; Atr-141; Atr-142; Atr-143; Atr-144; Atr-145; Atr-146; Atr-147; Atr-148; Atr-149; Atr-150; Atr-151; Atr-152; Atr-153; Atr-154; Atr-155; Atr-156; Atr-157; Atr-158; Atr-159; Atr-160; Atr-161; Atr-162; Atr-163; Atr-164; Atr-165; Atr-166; Atr-167; Atr-168; Atr-169; Atr-170; Atr-171; Atr-172; Atr-173; Atr-174; Atr-175; Atr-176; Atr-177; Atr-178; Atr-179; Atr-180; Atr-181; Atr-182; Atr-183; Atr-184; Atr-185; Atr-186; Atr-187; Atr-188; Atr-189; Atr-190; Atr-191; Atr-192; Atr-193; Atr-194; Atr-195; Atr-196; Atr-197; Atr-198; Atr-199; Atr-200; Atr-201; Atr-202; Atr-203; Atr-204; Atr-205; Atr-206; Atr-207; Atr-208; Atr-209; Atr-210; Atr-211; Atr-212; Atr-213; Atr-214; Atr-215; Atr-216; Atr-217; Atr-218; Atr-219; Atr-220; Atr-221; Atr-222; Atr-223; Atr-224; Atr-225; Atr-226; Atr-227; Atr-228; Atr-229; Atr-230;CLASS
0,213966;0,347281;0,411175;-121.165;-0,143545;-171.607;0,541507;-114.407;-0,041173;13.004;0,342367;0,350099;-0,054535;-0,297912;-0,261335;-0,287725;-0,194537;-0,014952;-0,08711;-0,167402;-0,141507;-0,248836;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,204436;-0,161844;-0,316862;-0,235196;-0,025787;-0,073582;-0,105931;0,190814;-0,132432;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,329245;-0,407806;-0,263784;-0,139878;0;-0,06989;-0,249796;0,049968;-0,547048;-0,184585;-0,102253;0;0;-0,040796;-0,056023;19.099;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;0,308618;0,460927;-0,13384;-0,072849;-0,032187;0;0;-0,061848;277.156;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;0,338855;0,988136;-0,102856;-0,017565;0;0;0;-0,049855;0,38361;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,383105;0,396908;0,266677;2,67E-04;-0,471619;0,296314;0,257625;0,05094;-0,538275;-0,895046;154.713;-0,698302;-0,054535;-0,297912;-0,201714;0,30413;0,311434;-0,014952;-0,08711;0,092561;321.129;0,471203;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,32368;-0,193916;-0,080866;0,064505;0,721545;0,075115;0,406377;-0,025787;-0,073582;-0,077447;199.472;0,205138;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,418759;-0,409398;0,163302;-0,102253;0;0;-0,040796;-0,056023;0,380337;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;-0,316998;-0,550582;-0,171326;-0,072849;-0,032187;0;0;-0,061848;-0,165145;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;160.617;-0,191282;-0,102856;-0,017565;0;0;0;-0,049855;-0,109114;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
-106.597;-0,968835;172.422;0,891579;-0,490477;-0,046761;170.349;0,904098;-0,571657;0,826643;0,746403;0,238455;-0,054535;-0,297912;-0,186917;-0,095523;-0,225084;-0,014952;-0,08711;0,466806;331.332;0,144439;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,18836;184.431;-0,251117;-0,309461;-0,025787;-0,073582;-0,114571;818.752;-0,009371;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;0,462083;-0,588375;-0,260113;-0,102253;0;0;-0,040796;-0,056023;132.521;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;148.167;-0,655993;-0,171326;-0,072849;-0,032187;0;0;-0,061848;-0,171451;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;-0,615035;-0,412626;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
-12.502;-117.024;183.444;-0,898144;-0,555014;0,536597;18.942;-0,92429;-0,627515;146.646;-0,062555;0,789117;-0,054535;-0,297912;-0,261335;-0,302051;-0,225084;-0,014952;-0,08711;-0,167402;-0,200329;-0,205373;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,031648;-0,297559;-0,284913;0,09128;-0,025787;-0,073582;-0,114571;0,167324;0,33875;0,035033;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,201696;-0,040562;-0,432896;0,091021;-0,102253;0;0;-0,040796;-0,056023;106.407;-0,107973;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;0,729113;-0,424447;-0,171326;-0,072849;-0,032187;0;0;-0,061848;241.687;-0,175954;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;105.773;-0,244751;-0,102856;-0,017565;0;0;0;-0,049855;506.403;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,727795;0,687595;101.623;-122.911;-0,677916;-0,290917;105.582;-124.671;-0,721383;-0,807087;144.862;-0,413336;-0,054535;-0,297912;-0,261335;-0,302051;-0,225084;-0,014952;-0,08711;-0,167402;-0,200329;-0,248836;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,224814;-0,529019;-0,451394;-0,309461;-0,025787;-0,073582;-0,114571;-0,18949;-0,160794;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,785786;-0,590402;-0,260113;-0,102253;0;0;-0,040796;-0,056023;-0,168633;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;0,097738;-0,630051;-0,171326;-0,072849;-0,032187;0;0;-0,061848;272.366;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;183.067;0,773055;-0,102856;-0,017565;0;0;0;-0,049855;15.818;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,339523;0,398548;-0,985765;-0,020981;-0,779033;-0,738673;-0,977771;-0,043732;-0,759062;0,597445;134.769;-0,625219;-0,054535;-0,297912;-0,261335;-0,302051;-0,225084;-0,014952;-0,08711;-0,167402;-0,200329;-0,248836;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,224814;-0,529019;-0,414766;-0,046098;-0,025787;-0,073582;-0,114571;-0,18949;-0,025854;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,778105;-0,430391;0,237075;-0,102253;0;0;-0,040796;-0,056023;-0,168633;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;-0,507908;-0,160289;-0,171326;-0,072849;-0,032187;0;0;-0,061848;-0,111665;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;231.243;0,772364;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,560022;0,46103;-143.663;-0,38243;-0,743721;0,046426;-146.311;-0,386691;-0,777241;-145.469;155.164;-0,589341;-0,054535;-0,297912;-0,261335;-0,302051;-0,225084;-0,014952;-0,08711;-0,167402;-0,200329;-0,248836;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,224814;-0,529019;-0,451394;-0,309461;-0,025787;-0,073582;-0,114571;-0,18949;-0,160794;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,638061;-0,590402;-0,260113;-0,102253;0;0;-0,040796;-0,056023;-0,168633;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,353049;0,904991;-0,222461;-0,171326;-0,072849;-0,032187;0;0;-0,061848;-0,007104;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;0,215554;318.187;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,181433;0,316207;0,559239;-0,744706;-0,745661;0,5582;0,585234;-0,775273;-0,779554;0,856675;135.641;-0,624107;-0,054535;-0,297912;-0,261335;-0,302051;-0,225084;-0,014952;-0,08711;-0,167402;-0,200329;-0,248836;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,224814;-0,529019;-0,386054;-0,148955;-0,025787;-0,073582;-0,114571;-0,18949;0,079924;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,761838;-0,092866;0,228776;-0,102253;0;0;-0,040796;-0,056023;-0,168633;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;0,10922;0,032501;-0,171326;-0,072849;-0,032187;0;0;-0,061848;363.264;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;11.342;0,731595;-0,102856;-0,017565;0;0;0;-0,049855;169.662;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
-122.127;-112.402;18.541;0,178212;-0,776882;200.835;189.555;0,19616;-0,80864;-0,005183;0,782919;-0,784229;-0,054535;-0,297912;-0,261335;0,181047;0,640862;-0,014952;-0,08711;0,057622;261.591;-0,095633;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,224814;0,826192;-0,008655;-0,309461;-0,025787;-0,073582;-0,114571;218.967;-0,160794;-0,201557;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,408478;-0,263784;-0,139878;0;-0,06989;-0,263975;0,422757;-0,590402;-0,260113;-0,102253;0;0;-0,040796;-0,056023;0,964444;-0,188284;-0,115671;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;-0,196372;-0,655993;-0,171326;-0,072849;-0,032187;0;0;-0,061848;-0,031417;-0,192699;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;114.066;0,057566;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
-0,149148;-0,412273;0,239899;0,630356;156.326;-0,764382;0,173139;0,625275;136.089;0,368847;0,442785;108.548;-0,054535;-0,297912;-0,256937;-0,274391;-0,141611;-0,014952;-0,08711;-0,167402;-0,200329;0,340762;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,347995;-0,26576;-0,080866;-0,169063;0,157294;-0,15385;0,068942;-0,025787;-0,073582;-0,114571;-0,10134;0,435727;162.372;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,404024;-0,108385;0,155705;0;-0,06989;-0,262056;-0,498908;0,17925;193.411;0,180701;0;0;-0,040796;-0,049343;-0,123426;0,124675;0,037337;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,388981;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,128292;-0,361776;247.812;0,159653;-0,072849;-0,032187;0;0;-0,020998;-0,171569;0,178088;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;225.277;-0,624617;-0,343652;-0,102856;-0,017565;0;0;0;0,791663;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
152.667;159.776;0,585117;-0,712865;0,753464;-0,478756;0,399428;-0,633165;0,682995;-0,737759;0,843255;0,245077;-0,054535;0,126261;0,077023;0,369735;0,663528;-0,014952;-0,08711;-0,167402;-0,127892;434.999;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,301092;-0,26576;-0,080866;-0,208426;-0,27991;0,469423;0,780606;-0,025787;-0,073582;-0,114571;0,069488;141.112;531.703;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,40804;-0,242255;-0,139878;0;-0,06989;-0,255564;-0,508646;0,251154;101.836;-0,077802;0;0;-0,040796;-0,056023;-0,130345;0,224396;0,029452;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391177;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;-0,585564;252.349;116.447;-0,072849;-0,032187;0;0;-0,061848;-0,166508;-0,113044;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;-0,433015;0,285117;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
0,643376;101.175;-114.571;-108.208;-0,340024;0,736795;-129.446;-0,980237;-0,276173;0,460798;0,962812;103.007;-0,054535;-0,297912;0,126999;0,461526;-0,041314;-0,014952;-0,08711;-0,167402;-0,141512;0,59753;-0,021302;-0,028883;-0,038542;-0,023332;-0,023412;0;0;-0,02702;-0,198246;-0,20685;-0,080912;-0,327191;-0,310281;-0,26576;-0,080866;-0,207719;0,142306;0,233999;0,805929;-0,025787;-0,073582;-0,114571;-0,017151;0,151223;0,855678;0;-0,021708;-0,021658;-0,041491;-0,032279;-0,071887;-0,095154;-0,014952;0;0;0;0;-0,014952;-0,017265;-0,024647;-0,021215;0;0;0;0;0;0;-0,065785;-0,049974;-0,014952;-0,048732;-0,173228;-0,177573;-0,091775;-0,050171;-0,114846;-0,3317;-0,406997;-0,263784;-0,139878;0;-0,06989;-0,263975;-0,521218;0,605599;0,460266;-0,102253;0;0;-0,040796;-0,056023;-0,166839;0,141028;0,149093;-0,074486;0;0;0;-0,014952;-0,014982;-0,040764;-0,042342;-0,027653;-0,014952;0;0;0;0;0;-0,021732;-0,021365;-0,018;0;0;0;0;0;0;-0,017556;-0,021126;0;0;0;0;0;0;0;0;0;0;0;-0,018485;-0,01594;0;0;-0,043134;-0,029996;-0,09331;-0,098605;-0,071579;-0,017934;-0,063725;-0,182197;-0,255619;-0,391468;-0,187455;-0,077681;-0,03269;0;-0,053085;-0,364504;-0,459334;128.378;0,227507;-0,072849;-0,032187;0;0;-0,061848;-0,174962;-0,158495;-0,054582;-0,032023;0;0;0;-0,015029;-0,021431;-0,018157;0;0;0;0;0;0;-0,019294;-0,017308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032096;-0,043388;-0,027179;0;0;0;-0,099876;-0,135405;-0,183154;-0,106346;-0,037709;0;0;0;-0,265739;0,176366;0,739433;-0,102856;-0,017565;0;0;0;-0,049855;-0,114025;-0,078862;-0,021452;0;0;-0,014952;-0,021097;1
